0.0000000000 	 1.0000000000 
0.0167823529 	 0.9996644093 
0.0335647059 	 0.9993289311 
0.0503470588 	 0.9989935656 
0.0671294118 	 0.9986583126 
0.0839117647 	 0.9983231722 
0.1006941176 	 0.9979881441 
0.1174764706 	 0.9976532286 
0.1342588235 	 0.9973184254 
0.1510411765 	 0.9969837346 
0.1678235294 	 0.9966491561 
0.1846058824 	 0.9963146898 
0.2013882353 	 0.9959803359 
0.2181705882 	 0.9956460941 
0.2349529412 	 0.9953119645 
0.2517352941 	 0.9949779470 
0.2685176471 	 0.9946440416 
0.2853000000 	 0.9943102483 
0.3020823529 	 0.9939765670 
0.3188647059 	 0.9936429977 
0.3356470588 	 0.9933095403 
0.3524294118 	 0.9929761948 
0.3692117647 	 0.9926429612 
0.3859941176 	 0.9923098394 
0.4027764706 	 0.9919768294 
0.4195588235 	 0.9916439312 
0.4363411765 	 0.9913111447 
0.4531235294 	 0.9909784698 
0.4699058824 	 0.9906459066 
0.4866882353 	 0.9903134550 
0.5034705882 	 0.9899811150 
0.5202529412 	 0.9896488865 
0.5370352941 	 0.9893167695 
0.5538176471 	 0.9889847640 
0.5706000000 	 0.9886528699 
0.5873823529 	 0.9883210871 
0.6041647059 	 0.9879894157 
0.6209470588 	 0.9876578556 
0.6377294118 	 0.9873264068 
0.6545117647 	 0.9869950692 
0.6712941176 	 0.9866638428 
0.6880764706 	 0.9863327276 
0.7048588235 	 0.9860017234 
0.7216411765 	 0.9856708304 
0.7384235294 	 0.9853400484 
0.7552058824 	 0.9850093774 
0.7719882353 	 0.9846788174 
0.7887705882 	 0.9843483683 
0.8055529412 	 0.9840180301 
0.8223352941 	 0.9836878028 
0.8391176471 	 0.9833576863 
0.8559000000 	 0.9830276805 
0.8726823529 	 0.9826977855 
0.8894647059 	 0.9823680013 
0.9062470588 	 0.9820383277 
0.9230294118 	 0.9817087647 
0.9398117647 	 0.9813793123 
0.9565941176 	 0.9810499705 
0.9733764706 	 0.9807207393 
0.9901588235 	 0.9803916185 
1.0069411765 	 0.9800626081 
1.0237235294 	 0.9797337082 
1.0405058824 	 0.9794049186 
1.0572882353 	 0.9790762394 
1.0740705882 	 0.9787476705 
1.0908529412 	 0.9784192118 
1.1076352941 	 0.9780908634 
1.1244176471 	 0.9777626252 
1.1412000000 	 0.9774344971 
1.1579823529 	 0.9771064791 
1.1747647059 	 0.9767785713 
1.1915470588 	 0.9764507734 
1.2083294118 	 0.9761230856 
1.2251117647 	 0.9757955077 
1.2418941176 	 0.9754680398 
1.2586764706 	 0.9751406818 
1.2754588235 	 0.9748134336 
1.2922411765 	 0.9744862952 
1.3090235294 	 0.9741592666 
1.3258058824 	 0.9738323478 
1.3425882353 	 0.9735055387 
1.3593705882 	 0.9731788393 
1.3761529412 	 0.9728522495 
1.3929352941 	 0.9725257693 
1.4097176471 	 0.9721993986 
1.4265000000 	 0.9718731375 
1.4432823529 	 0.9715469859 
1.4600647059 	 0.9712209437 
1.4768470588 	 0.9708950110 
1.4936294118 	 0.9705691876 
1.5104117647 	 0.9702434736 
1.5271941176 	 0.9699178689 
1.5439764706 	 0.9695923734 
1.5607588235 	 0.9692669872 
1.5775411765 	 0.9689417102 
1.5943235294 	 0.9686165423 
1.6111058824 	 0.9682914836 
1.6278882353 	 0.9679665339 
1.6446705882 	 0.9676416933 
1.6614529412 	 0.9673169617 
1.6782352941 	 0.9669923391 
1.6950176471 	 0.9666678254 
1.7118000000 	 0.9663434207 
1.7285823529 	 0.9660191248 
1.7453647059 	 0.9656949377 
1.7621470588 	 0.9653708594 
1.7789294118 	 0.9650468899 
1.7957117647 	 0.9647230291 
1.8124941176 	 0.9643992770 
1.8292764706 	 0.9640756335 
1.8460588235 	 0.9637520987 
1.8628411765 	 0.9634286724 
1.8796235294 	 0.9631053547 
1.8964058824 	 0.9627821454 
1.9131882353 	 0.9624590447 
1.9299705882 	 0.9621360523 
1.9467529412 	 0.9618131684 
1.9635352941 	 0.9614903928 
1.9803176471 	 0.9611677255 
1.9971000000 	 0.9608451666 
2.0138823529 	 0.9605227158 
2.0306647059 	 0.9602003733 
2.0474470588 	 0.9598781389 
2.0642294118 	 0.9595560127 
2.0810117647 	 0.9592339946 
2.0977941176 	 0.9589120846 
2.1145764706 	 0.9585902826 
2.1313588235 	 0.9582685886 
2.1481411765 	 0.9579470025 
2.1649235294 	 0.9576255244 
2.1817058824 	 0.9573041541 
2.1984882353 	 0.9569828917 
2.2152705882 	 0.9566617371 
2.2320529412 	 0.9563406903 
2.2488352941 	 0.9560197512 
2.2656176471 	 0.9556989198 
2.2824000000 	 0.9553781961 
2.2991823529 	 0.9550575801 
2.3159647059 	 0.9547370716 
2.3327470588 	 0.9544166707 
2.3495294118 	 0.9540963773 
2.3663117647 	 0.9537761914 
2.3830941176 	 0.9534561129 
2.3998764706 	 0.9531361419 
2.4166588235 	 0.9528162782 
2.4334411765 	 0.9524965219 
2.4502235294 	 0.9521768729 
2.4670058824 	 0.9518573312 
2.4837882353 	 0.9515378967 
2.5005705882 	 0.9512185694 
2.5173529412 	 0.9508993492 
2.5341352941 	 0.9505802362 
2.5509176471 	 0.9502612303 
2.5677000000 	 0.9499423314 
2.5844823529 	 0.9496235396 
2.6012647059 	 0.9493048547 
2.6180470588 	 0.9489862768 
2.6348294118 	 0.9486678058 
2.6516117647 	 0.9483494417 
2.6683941176 	 0.9480311844 
2.6851764706 	 0.9477130339 
2.7019588235 	 0.9473949902 
2.7187411765 	 0.9470770532 
2.7355235294 	 0.9467592229 
2.7523058824 	 0.9464414993 
2.7690882353 	 0.9461238823 
2.7858705882 	 0.9458063719 
2.8026529412 	 0.9454889680 
2.8194352941 	 0.9451716707 
2.8362176471 	 0.9448544798 
2.8530000000 	 0.9445373954 
2.8697823529 	 0.9442204174 
2.8865647059 	 0.9439035458 
2.9033470588 	 0.9435867805 
2.9201294118 	 0.9432701215 
2.9369117647 	 0.9429535688 
2.9536941176 	 0.9426371223 
2.9704764706 	 0.9423207821 
2.9872588235 	 0.9420045479 
3.0040411765 	 0.9416884199 
